date,bnkid,bnkid_remap,indicator,yearmonth,platformid,merchantnumber,merchantname,level1,level2,level3,element,buyrate,merchantbillingcode,merchantbillingcodename,revn_byrt_in,clientormerchant_in,volume,volume_factor,volume_cost,amount,amount_factor,amount_cost,amount_after_cost
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,DISCOUNT REVENUE,OTHER DISCOUNT,VISA DISCOUNT,,,FD_DERIVED_07_4,VISA DISCOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,DISCOUNT REVENUE,INTERCHANGE,DISCOVER ACQ INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-0001161DEBIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,DISCOUNT REVENUE,INTERCHANGE,INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-000251CREDIT_I,NON QUALIFY AMOUNT,REVENUE,M,0,0,0,361.82000732421875,0,0,361.82000732421875
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,DISCOUNT REVENUE,OTHER DISCOUNT,DISCOVER ACQUIRING DISCOUNT,,,FD_DERIVED_07_61,DISCOVER ACQUIRING DISCOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901005450,JOES CAFE,PASS-THRU REVENUE,MC KILOBYTE FEE AMOUNT,MC KILOBYTE FEE AMOUNT,,,MSTKILOB103_I,MC KILOBYTE FEE,REVENUE,M,526,0,0,1.2100000381469727,0,0,1.2100000381469727
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,DISCOUNT REVENUE,INTERCHANGE,AMEX OPT BLUE INTERCHANGE DISCOUNT REVENUE,,,IDW-CT-0001143CREDIT_I,INTERCHANGE DISCOUNT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,IDW-CT-000361CREDIT_I,BIN/ICA AMOUNT,REVENUE,M,303,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,INTRNTL RETURN FEE DB,INTRNTL RETURN FEE DB,,,VSAIAPFD404_I,INTRNTL RETURN FEE DB,REVENUE,M,2,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,INTRNTL RETURN FEE CR,INTRNTL RETURN FEE CR,,,VSAIAPFC403_I,INTRNTL RETURN FEE CR,REVENUE,M,3,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,KILOBYTE AUTH FEE US,KILOBYTE AUTH FEE US,,,MSTKBAUS103_I,KILOBYTE AUTH FEE US,REVENUE,M,150,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,CSTMSTBI104_I,MC BIN ICA,REVENUE,M,93,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,,,IDW-MT-00066_I,VISA ACQUIRER PROCESSOR DEBIT FEE AMOUNT,REVENUE,M,521,0,0,8.075499534606934,0,0,8.075499534606934
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION,,,MSTPIFAV103_I,INTG FATHV FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,CSTVSABI403_I,VISA BIN ICA,REVENUE,M,394,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA ACQUIRING PROCESSOR FEE AMOUNT,VISA ACQUIRING PROCESSOR FEE AMOUNT,,,IDW-MT-00030_I,VISA ACQUIRING PROCESSOR FEE AMOUNT,REVENUE,M,399,0,0,7.7804999351501465,0,0,7.7804999351501465
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,PCI NON VALIDATION FINE,NON-RECEIPT OF PCI VALIDATION FINE,,,MRCPCINC-201_I,START PCI NVF,REVENUE,M,1,0,0,14.949999809265137,0,0,14.949999809265137
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,CSTMSTBI103_I,MC BIN ICA,REVENUE,M,303,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,AMEX ACQR TRANSACTION FEE,AMEX ACQR TRANSACTION FEE,,,AMXACQTN4303_I,AMEX ACQR TRANSACTION FEE,REVENUE,M,222,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC BIN ICA,MC BIN ICA,,,IDW-CT-000361DEBIT_I,BIN/ICA AMOUNT,REVENUE,M,93,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MASTERCARD LICENSE FEE PER ITEM AMOUNT,MASTERCARD LICENSE FEE PER ITEM AMOUNT,,,IDW-MT-00093_I,MASTERCARD LICENSE FEE PER ITEM AMOUNT,REVENUE,M,396,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DIGITAL INVESTMENT FEE,MC DIGITAL INVESTMENT FEE,,,DSCDGINV6103_I,DIGITAL INVESTMENT FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,IDW-CT-000364DEBIT_I,BIN/ICA AMOUNT,REVENUE,M,524,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DSCV CARD ACCOUNT VERIFICATION,DSCV CARD ACCOUNT VERIFICATION,,,DSCASFEE6103_I,CARD ACCOUNT VERIFICATION,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA PROCESSING FEE AMOUNT,VISA PROCESSING FEE AMOUNT,,,IDW-CT-000374DEBIT_I,PROCESSING FEE AMOUNT,REVENUE,M,524,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,CSTVSABI404_I,VISA BIN ICA,REVENUE,M,524,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DISCOVER AUTH FEE PCF,DISCOVER AUTH FEE PCF,,,IDW-MT-00090_I,DISCOVER AUTHORIZATION FEE AMOUNT,REVENUE,M,28,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC KILOBYTE FEE AMOUNT,MC KILOBYTE FEE AMOUNT,,,MSTKILOB103_I,MC KILOBYTE FEE,REVENUE,M,218,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA TRANSACTION INTEGRITY FEE AMOUNT,VISA TRANSACTION INTEGRITY FEE AMOUNT,,,IDW-MT-00068_I,VISA TRANSACTION INTEGRITY FEE AMOUNT,REVENUE,M,18,0,0,1.7999999523162842,0,0,1.7999999523162842
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS DISC ACQ,,,IDW-CT-0000461CREDIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,1.0499999523162842,0,0,1.0499999523162842
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA INTERNATIONAL ACQUIRING FEE AMOUNT,VISA INTERNATIONAL ACQUIRING FEE AMOUNT,,,IDW-MT-00074_I,VISA INTERNATIONAL ACQUIRING FEE AMOUNT,REVENUE,M,0,0,0,0.8700000047683716,0,0,0.8700000047683716
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,PROCESSING INTEGRITY FEE-IMAGE FEE,PROCESSING INTEGRITY FEE-IMAGE FEE,,,MSTIMGFE103_I,PS INTG IMGFEE,REVENUE,M,121,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC PROCESSING FEE AMOUNT,MC PROCESSING FEE AMOUNT,,,IDW-CT-000371CREDIT_I,PROCESSING FEE AMOUNT,REVENUE,M,303,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-000041CREDIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,17.559999465942383,0,0,17.559999465942383
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-MT-00070_I,MASTERCARD DUES AND ASSESSMENT FEE AMOUNT,REVENUE,M,0,0,0,3.7799999713897705,0,0,3.7799999713897705
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS VISA,,,VSADACRD403_I,CR DUES AND ASSESS,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MASTERCARD ACQUIRER SUPPORT FEE AMOUNT,MASTERCARD ACQUIRER SUPPORT FEE AMOUNT,,,IDW-MT-00033_I,MASTERCARD ACQUIRER SUPPORT FEE AMOUNT,REVENUE,M,0,0,0,1.409999966621399,0,0,1.409999966621399
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DISCOVER DATA USAGE FEE,DISCOVER DATA USAGE FEE,,,IDW-MT-00072_I,DISCOVER DATA USAGE FEE AMOUNT,REVENUE,M,28,0,0,0.07000000029802322,0,0,0.07000000029802322
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION MINIMUM,PROCESSING INTEGRITY FEE-FINAL AUTHORIZATION MINIMUM,,,MSTPIFAI103_I,INTG FATHI FEE,REVENUE,M,10,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,ACQ PROC FEE AUTH RVSL DB,ACQ PROC FEE AUTH RVSL DB,,,VSAAPFDR404_I,ACQ PROC FEE AUTH RVSL DB,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS MC,,,IDW-CT-000041DEBIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,4.199999809265137,0,0,4.199999809265137
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA NPF CARD NOT PRESENT FEE AMOUNT,VISA NPF CARD NOT PRESENT FEE AMOUNT,,,IDW-MT-00065_I,VISA NPF CARD NOT PRESENT FEE AMOUNT,REVENUE,M,0,0,0,15,0,0,15
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MASTERCARD CROSS BORDER FEE AMOUNT,MASTERCARD CROSS BORDER FEE AMOUNT,,,IDW-MT-00032_I,MASTERCARD CROSS BORDER FEE AMOUNT,REVENUE,M,0,0,0,1,0,0,1
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,NVR APPRV REATTMPT DOM US,NVR APPRV REATTMPT DOM US,,,VSANADUS403_I,NVR APPRV REATTMPT DOM US,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MASTERCARD ACQUIRER NABU FEE AMOUNT,MASTERCARD ACQUIRER NABU FEE AMOUNT,,,IDW-MT-00034_I,MASTERCARD ACQUIRER NABU FEE AMOUNT,REVENUE,M,403,0,0,7.858500003814697,0,0,7.858500003814697
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA PROCESSING FEE AMOUNT,VISA PROCESSING FEE AMOUNT,,,IDW-CT-000374CREDIT_I,PROCESSING FEE AMOUNT,REVENUE,M,394,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC LOCATION FEE,MC LOCATION FEE,,,MSTLCTNF103_I,LOCATION FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,AMEX OPT BLUE NETWORK FEE,AMEX OPT BLUE NETWORK FEE,,,AMXNTWRK4303_I,AMEX OPT BLUE NETWORK FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DISCOVER AUTH FEE,DISCOVER AUTH FEE,,,DSCAUTH6103_I,DISC AUTH FEE,REVENUE,M,28,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MC PROCESSING FEE AMOUNT,MC PROCESSING FEE AMOUNT,,,IDW-CT-000371DEBIT_I,PROCESSING FEE AMOUNT,REVENUE,M,93,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,CB/EXCPT PACKAGE FAX/MAIL,CB/EXCPT PACKAGE FAX/MAIL,,,MRCMCOFM-201_I,CB/EXCPT PACKAGE FAX/MAIL,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA ACQUIRER ISA FEE AMOUNT,VISA ACQUIRER ISA FEE AMOUNT,,,IDW-MT-00035_I,VISA ACQUIRER ISA FEE AMOUNT,REVENUE,M,0,0,0,1.9600000381469727,0,0,1.9600000381469727
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS DISC ACQ,,,IDW-CT-0000461DEBIT_I,ASSESSMENT CHARGE/COST AMOUNT,REVENUE,M,0,0,0,0.05000000074505806,0,0,0.05000000074505806
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,MASTERCARD LICENSE VOLUME AMOUNT,MASTERCARD LICENSE VOLUME AMOUNT,,,IDW-MT-00092_I,MASTERCARD LICENSE VOLUME AMOUNT,REVENUE,M,0,0,0,11.470000267028809,0,0,11.470000267028809
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA BIN ICA,VISA BIN ICA,,,IDW-CT-000364CREDIT_I,BIN/ICA AMOUNT,REVENUE,M,394,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,DUES AND ASSESSMENTS,DUES AND ASSESSMENTS VISA,,,VSADADBT404_I,DB DUES AND ASSESS,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,ACQ PROC FEE AUTH RVSL CR,ACQ PROC FEE AUTH RVSL CR,,,VSAAPFCR403_I,ACQ PROC FEE AUTH RVSL CR,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PASS-THRU REVENUE,VISA FILE TRANSMISSION FEE,VISA FILE TRANSMISSION FEE,,,VSAFLTMF403_I,FILE TRANSMISSION FEE,REVENUE,M,918,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,PROGRAM INTEGRITY FEE,DISC PROGRAM INTEGRITY FEE,,,DSCPGINT6103_I,DS PROGRAM INTEGRITY FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,DISPUTE CASE FEE,MC DISPUTE CASE FEE,,,MRCMCDMS103_I,MC DISPUTE CASE FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,SALE ITEM FEE AMOUNT,SALE ITEM FEE AMOUNT,,,IDW-MT-00104_I,SALE ITEM FEE AMOUNT,REVENUE,M,1564,0,0,156.39999389648438,0,0,156.39999389648438
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,AMEX CHGBK RETRIEVAL,AMEX CHGBK RETRIEVAL,,,MRCAXRTL-201_I,AMEX RETRIEVAL,REVENUE,M,1,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,VISA DISPUTE,VISA DISPUTE,,,MRCVSDNA403_I,VISA DISPUTE NO ACCEPT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,12B LETTER,12B LETTER,,,IDW-MT-00054_I,12B LETTER CHARGE/COST AMOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,AUTHS REVENUE - OMAHA,AUTHS REVENUE - OMAHA,,,AUTHNETAVS,AUTHORIZATION REVENUE,REVENUE,M,0,0,0,160.89999389648438,0,0,160.89999389648438
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,ACH REJECT FEE,ACH REJECT FEE AMOUNT,,,IDW-MT-00064_I,ACH REJECT FEE AMOUNT,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,DISPUTE IMAGE FEE,MC DISPUTE IMAGE FEE,,,MRCMCDIM103_I,MC DISPUTE IMAGE FEE,REVENUE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,ACCOUNT CHARGE SECOND AMOUNT,ACCOUNT CHARGE SECOND AMOUNT,,,IDW-MT-00026_I,ACCOUNT CHARGE SECOND AMOUNT,REVENUE,M,0,0,0,10,0,0,10
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,BATCH HEADER,BATCH HEADER CHARGE,,,IDW-MT-00001_I,BATCH HEADER CHARGE/COST AMOUNT,REVENUE,M,30,0,0,7.5,0,0,7.5
12/01/2022,2900,2900,REVENUE,202212,FD,5230722901001251,LOS BOCADOS,PROCESSING REVENUE,ACCOUNT CHARGE FIVE AMOUNT,ACCOUNT CHARGE FIVE AMOUNT,,,IDW-MT-00117_I,ACCOUNT CHARGE FIVE AMOUNT,REVENUE,M,0,0,0,4.949999809265137,0,0,4.949999809265137
12/01/2022,2900,2900,SALES,202212,FD,5230722901001251,LOS BOCADOS,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - VISA,0000,,1324DEBIT,VISA,SALES,M,524,0,0,16350.7099609375,0,0,16350.7099609375
12/01/2022,2900,2900,SALES,202212,FD,5230722901001251,LOS BOCADOS,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - AMERICAN EXPRESS OPT BLUE,0000,,53043CREDIT,AMERICAN EXPRESS OPT BLUE,SALES,M,222,0,0,9231.9501953125,0,0,9231.9501953125
12/01/2022,2900,2900,SALES,202212,FD,5230722901001251,LOS BOCADOS,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - DISCOVER ACQUIRING,0000,,11561DEBIT,DISCOVER ACQUIRING,SALES,M,1,0,0,36.9900016784668,0,0,36.9900016784668
12/01/2022,2900,2900,SALES,202212,FD,5230722901001251,LOS BOCADOS,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - MASTERCARD,0000,,0781DEBIT,MASTERCARD,SALES,M,93,0,0,3230.090087890625,0,0,3230.090087890625
12/01/2022,2900,2900,SALES,202212,FD,5230722901001251,LOS BOCADOS,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - DISCOVER ACQUIRING,0000,,11461CREDIT,DISCOVER ACQUIRING,SALES,M,27,0,0,752.9400024414062,0,0,752.9400024414062
12/01/2022,2900,2900,SALES,202212,FD,5230722901001251,LOS BOCADOS,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - VISA,0000,,0994CREDIT,VISA,SALES,M,394,0,0,16519.5390625,0,0,16519.5390625
12/01/2022,2900,2900,SALES,202212,FD,5230722901001251,LOS BOCADOS,SALES VOLUME,BANKCARD VOLUME,SALES VOLUME - MASTERCARD,0000,,0121CREDIT,MASTERCARD,SALES,M,303,0,0,16211.7001953125,0,0,16211.7001953125
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,KILOBYTE AUTH FEE US,KILOBYTE AUTH FEE US,,820001,MSTKBAUS103_E,KILOBYTE AUTH FEE US,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,MC KILOBYTE FEE AMOUNT,MC KILOBYTE FEE AMOUNT,,,MSTKILOB103_E,MC KILOBYTE FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,AMEX OPT BLUE NETWORK FEE,AMEX OPT BLUE NETWORK FEE,,820001,AMXNTWRK4303_E,AMEX OPT BLUE NETWORK FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,MC LOCATION FEE,MC LOCATION FEE,,820001,MSTLCTNF103_E,LOCATION FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,MC LICENSE FEE,MC LICENSE FEE,,820012,FD_DERIVED_05_1,MC LICENSE FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,ACQ PROC FEE AUTH RVSL DB,ACQ PROC FEE AUTH RVSL DB,,820001,VSAAPFDR404_E,ACQ PROC FEE AUTH RVSL DB,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,VISA FILE TRANSMISSION FEE,VISA FILE TRANSMISSION FEE,,,VSAFLTMF403_E,FILE TRANSMISSION FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,INTRNTL RETURN FEE DB,INTRNTL RETURN FEE DB,,820001,VSAIAPFD404_E,INTRNTL RETURN FEE DB,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,DISCOVER AUTH FEE,DISCOVER AUTH FEE,,,DSCAUTH6103_E,DISC AUTH FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,AMEX ACQR TRANSACTION FEE,AMEX ACQR TRANSACTION FEE,,820001,AMXACQTN4303_E,AMEX ACQR TRANSACTION FEE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PASS-THRU EXPENSE,INTRNTL RETURN FEE CR,INTRNTL RETURN FEE CR,,820001,VSAIAPFC403_E,INTRNTL RETURN FEE CR,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - DISCOVER ACQ,5714,615714,11561DEBIT,DISCOVER ACQUIRING,EXPENSE,M,0,-0.0275,0,0,-0.0003,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,RETURN TRANSACTIONS - DISCOVER ACQ,5714,615714,11461CREDIT,DISCOVER ACQUIRING,EXPENSE,M,0,-0.0275,0,0,-0.0003,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PROCESSING EXPENSE,REGULATORY PRODUCT FEE,REGULATORY PRODUCT FEE,5873,625873,FD_DERIVED_02,REGULATORY PRODUCT FEE,EXPENSE,M,1,0,0,-1,0,0,-1
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PROCESSING EXPENSE,BANKCARD DATAWIRE AUTHS,DATAWIRE AUTHS VISA,3521,623521,4KDEBIT,DATAWIRE,EXPENSE,M,0,0,0,0,0,0,0
12/01/2022,2900,2900,EXPENSE,202212,FD,5230722901001608,CHARLIE`S FISH FRY,PROCESSING EXPENSE,BANKCARD TRANSACTIONS,SALES TRANSACTIONS - DISCOVER ACQ,5714,625714,11461CREDIT,DISCOVER ACQUIRING,EXPENSE,M,0,-0.0275,0,0,-0.0003,0,0
